v1_pt_NI,v1_pt_CR,v1_b1_NN,v1_b1_NC,v1_b1_CC,v1_b1_NU,v1_b1_CU,v1_b2_NN,v1_b2_NC,v1_b2_CC,v1_b2_NU,v1_b2_CU,v2_pt_NI,v2_pt_CR,v2_b1B_NN,v2_b1B_NC,v2_b1B_CC,v2_b1S_NN,v2_b1S_NC,v2_b1S_CC,v2_b2B_NN,v2_b2B_NC,v2_b2B_CC,v2_b2S_NN,v2_b2S_NC,v2_b2S_CC,v2_b1_NU,v2_b1_CU,v2_b2_NU,v2_b2_CU,dE_eV,E_A_eV,kind,variant,where,mover,occA_sig
0,0,5,-1,0,0,0,-1,1,0,0,0,0,0,8,0,0,-3,-1,0,4,1,0,-5,0,0,0,0,0,0,-1.04343122,-6781.587810,hop,v2_cr10,subsurf,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|445|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|763|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:604
0,0,1,-1,0,0,0,-2,1,0,0,0,0,0,-3,-1,0,4,0,0,-1,1,0,-1,0,0,0,0,0,0,-0.32173098,-6781.587810,hop,v2_cr10,subsurf,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|445|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|763|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:604
0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0.04019991,-6781.587810,hop,v2_cr10,subsurf,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|445|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|763|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:604
0,0,0,1,-1,0,0,0,2,-1,0,0,0,0,0,4,0,0,-3,-1,0,2,-2,0,0,1,0,0,0,0,0.15306084,-6782.718348,hop,v2_cr10,sub2,C,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|445|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:763
0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0.00418155,-6782.718348,hop,v2_cr10,sub2,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|445|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:763
0,0,1,-1,0,0,0,-1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-0.03042975,-6782.718348,hop,v2_cr10,sub2,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|445|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:763
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,1,0,0,0,0,0,-0.00182689,-6782.718348,hop,v2_cr10,sub2,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|445|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:763
0,0,-1,1,0,0,0,-1,1,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,-0.01347489,-6782.718348,hop,v2_cr10,sub2,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|445|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:763
0,0,-1,1,0,0,0,-1,1,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,-0.00487176,-6782.718348,hop,v2_cr10,sub2,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|445|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:763
0,0,-4,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,4,0,0,-5,0,0,5,0,0,0,0,0,0,1.04197168,-6782.676098,hop,v2_cr10,surface,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|445|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|763|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:927
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.00822946,-6782.676098,hop,v2_cr10,surface,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|445|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|763|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:927
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00533990,-6782.676098,hop,v2_cr10,surface,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|445|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|763|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:927
0,0,-4,0,0,0,0,1,0,0,0,0,0,0,-8,0,0,4,0,0,-4,0,0,5,0,0,0,0,0,0,1.05774870,-6782.676098,hop,v2_cr10,surface,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|445|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|763|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:927
0,0,-3,-1,0,0,0,0,0,0,0,0,0,0,-7,-1,0,4,0,0,-5,0,0,5,0,0,0,0,0,0,1.04815093,-6782.676098,hop,v2_cr10,surface,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|445|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|763|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:927
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.04645978,-6782.676098,hop,v2_cr10,surface,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|445|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|763|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:927
0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-0.09043583,-6781.932862,hop,v2_cr10,nearCr_b,C,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|445|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|763|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:529
0,0,1,-1,0,0,0,-1,1,0,0,0,0,0,1,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,-0.00747298,-6781.932862,hop,v2_cr10,nearCr_b,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|445|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|763|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:529
0,0,1,-1,0,0,0,-1,1,0,0,0,0,0,1,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,-0.00217391,-6781.932862,hop,v2_cr10,nearCr_b,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|445|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|763|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:529
0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0.02345452,-6781.932862,hop,v2_cr10,nearCr_b,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|445|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|763|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:529
0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0.00430707,-6781.932862,hop,v2_cr10,nearCr_b,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|445|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|763|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:529
0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,-0.02877475,-6781.932862,hop,v2_cr10,nearCr_b,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|445|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|763|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:529
0,0,0,2,-2,0,0,0,-2,2,0,0,0,0,0,-2,-2,0,4,0,0,-1,2,0,-1,0,0,0,0,0,-0.26430431,-6782.480851,hop,v2_cr10,nearCr_s,C,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|763|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:445
0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,-0.03268256,-6782.480851,hop,v2_cr10,nearCr_s,C,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|763|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:445
0,0,2,-2,0,0,0,-1,2,0,0,0,0,0,2,-2,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0.03309081,-6782.480851,hop,v2_cr10,nearCr_s,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|763|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:445
0,0,3,1,0,0,0,0,1,0,0,0,0,0,6,2,0,-3,-1,0,3,2,0,-3,-1,0,0,0,0,0,-1.03180083,-6782.480851,hop,v2_cr10,nearCr_s,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|763|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:445
0,0,1,-1,0,0,0,-1,1,0,0,0,0,0,-3,-1,0,4,0,0,0,1,0,-1,0,0,0,0,0,0,-0.30139678,-6782.480851,hop,v2_cr10,nearCr_s,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|763|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:445
0,0,1,-1,0,0,0,-1,0,0,0,0,0,0,-3,-1,0,4,0,0,0,0,0,-1,0,0,0,0,0,0,-0.30019856,-6782.480851,hop,v2_cr10,nearCr_s,N,cr:1|6|12|13|23|24|29|32|52|53|59|80|93|104|107|110|119|121|138|145|147|161|188|190|216|224|228|231|237|238|239|250|251|253|257|264|267|271|272|285|305|317|346|351|358|365|379|397|411|417|419|426|438|441|444|458|463|486|491|504|509|516|524|541|577|594|601|611|615|619|627|630|633|636|643|679|689|708|709|712|725|744|752|763|767|771|775|777|780|797|806|831|841|842|870|872|888|900|910|913|933|941|944|963|978|996|997|999|1002|1017|1019|1026|1053|1059|1061|1114|1124|1135|1138|1147|1154|1187|1214|1218|1220|1233|1252|1257|1262|1272|1285|1300|1322|1336|1339|1341|1342|1381|1383|1394|1395|1398|1428|1442|1467|1469|1483|1485|1502|1507|1514|1540|1541|1554|1561|1567;vac:445
0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-0.00211654,-6790.536408,hop,v3_front,bulk,C,cr:42|59|61|63|66|92|95|100|162|174|187|190|207|220|223|253|255|269|277|284|285|293|316|323|333|346|349|351|396|404|407|412|413|441|445|460|462|479|492|506|508|509|511|536|538|539|540|541|551|557|560|562|564|588|607|617|621|635|636|666|699|714|716|717|730|736|763|766|767|771|799|802|814|827|828|841|857|861|863|896|925|954|956|972|984|987|988|1021|1034|1048|1070|1072|1082|1086|1087|1088|1105|1107|1113|1118|1132|1145|1151|1155|1168|1188|1210|1211|1219|1244|1251|1252|1274|1278|1305|1307|1338|1341|1342|1343|1349|1351|1357|1402|1405|1407|1436|1437|1446|1467|1468|1470|1471|1496|1498|1502|1503|1504|1513|1522|1530|1547;vac:622
0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0.04270410,-6790.536408,hop,v3_front,bulk,N,cr:42|59|61|63|66|92|95|100|162|174|187|190|207|220|223|253|255|269|277|284|285|293|316|323|333|346|349|351|396|404|407|412|413|441|445|460|462|479|492|506|508|509|511|536|538|539|540|541|551|557|560|562|564|588|607|617|621|635|636|666|699|714|716|717|730|736|763|766|767|771|799|802|814|827|828|841|857|861|863|896|925|954|956|972|984|987|988|1021|1034|1048|1070|1072|1082|1086|1087|1088|1105|1107|1113|1118|1132|1145|1151|1155|1168|1188|1210|1211|1219|1244|1251|1252|1274|1278|1305|1307|1338|1341|1342|1343|1349|1351|1357|1402|1405|1407|1436|1437|1446|1467|1468|1470|1471|1496|1498|1502|1503|1504|1513|1522|1530|1547;vac:622
