class_id,search_run,idx_ref,flux,Ea_rep_eV,Ea_member_eV,archetype,status,n_pad,n_bad_snap,pad_unresolved_top,pad_unresolved_bot,refine_ok,ladder_len,Ea_meas_eV,dE_meas_eV,mover_ok,dra_ok,dra_stored,dra_meas,relax_shift_max,class_id_stored_matches,class_id_ok,class_id_after,saddle_token_flicker,max_residual_before,max_residual_after,accepted,dEa_eV,in_band,error
3d916077253024e1704c9d9ef5c2d8b75c2a5563163c239f8e9091b095b7012f,NiFe_Ni95_Fe05_T500_8vac,665,1417.53643726705,0.6403721911395727,0.6674071881870987,4972478298379930765,acceptance_failed,450,0,False,True,True,1,0.6595776220656262,0.3723790569356424,True,True,1.4728495263048604,1.4766676707462056,0.0766226876939705,True,False,b17cf933e33d550b9d0adf5ef1db655d22092fec953fc5200032066b35fce8e3,False,0.0900034002874656,0.0684363326791838,False,0.0192054309260535,True,
