class_id,Ea_research_eV,Ea_harvested_eV,abs_dev_eV,band_eV,n_events
a69b964d2946474f0cfc2bbc5894459ca5bdfeb06aa5973109894bb3c4dab9e1,0.8458742398124741,0.7944388736175734,0.051435366194900745,0.05,3
