class_id,leg_rank,selected,stratum,arch_name,fe_role,flux_firings,Ea_rep_eV,Ea_std_eV,n_members,tok_kinds,n_tok,n_disp_gt1A,mover_rank,mover_margin_A,dra_stored_A,pred_search_run,pred_search_idx,pred_Ea_member_eV,prev_status,pct_pending_flux
37739519fb710cae04a5395400566bdbbbeda6bd53982d3aaaebd66d1954b717,103,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,14.234241673256385,0.5875318564249029,,1,OTHER,1,1,0,2.4644741990781966,1.2656386526021293,NiFe_Ni95_Fe05_T700_7vac,852,0.5875318564249028,,0.1370750887761605
1df1b287980e923fead571709066435982191416fde1ea2f6d669cf27aa6371d,104,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,13.5889580807569,0.6368104038465391,,1,OTHER,1,1,0,2.472939304777949,1.2529727350351834,NiFe_Ni95_Fe05_T800_7vac,1181,0.636810403846539,,0.1308610376339874
256567b2d479d73d5e76cf8bb1f50d60f19163e1f1782fb1991fa6e349296ca4,105,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,13.367466692142106,0.6503561252975488,,1,OTHER,1,1,0,2.474798395402395,1.2786029382869994,NiFe_Ni95_Fe05_T800_5vac,548,0.6503561252975487,,0.12872808580877212
82c0d7113c85ef1a40e5fe9247edae87a07eaef20d77b9301134965d801e87c8,106,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,13.32104148568467,0.6747572412232331,,1,OTHER,1,1,0,2.483421833208022,1.2824939597560718,NiFe_Ni95_Fe05_T800_1vac,279,0.674757241223233,,0.12828101321841692
37f75c804c969cabbbbf4f111ca02ccdfd5c5ae2c71d0e0611f551a31d6e25c1,107,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,13.28293561313754,0.6430303384204309,,1,OTHER,1,1,0,2.483421833208022,1.2663612557943003,NiFe_Ni95_Fe05_T800_1vac,280,0.6430303384204308,,0.12791405542872974
d8d72d9a0e94cf9e9a461d982dbc648081f2bd91aa8042f3a22c01618bfaf646,108,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,13.12644462146349,0.6192506222332669,,1,OTHER,1,1,0,2.4641648681545987,1.2694014218178824,NiFe_Ni95_Fe05_T800_7vac,401,0.6192506222332668,,0.12640705441885564
e69b0c0b13af8372691d0fd7f2ea9a4d9ae72ff512c1d7e1b6f624f6991f9825,109,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,13.03413947879232,0.658437134423366,,1,OTHER,1,1,0,2.4862265284184404,1.285468765440744,NiFe_Ni95_Fe05_T700_2vac,319,0.6584371344233659,,0.12551816016536554
eda1e30c05c72c6a154d6e00b9dbcc17ec3bf2ad23f011dc194a69e81acfa381,110,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,12.92908730168577,0.6625622667415881,,1,OTHER,1,1,0,2.4892972697431426,1.265192232747235,NiFe_Ni95_Fe05_T800_1vac,558,0.6625622667415882,,0.12450651255999542
64d35842023b0560bc4bb3965018d5b6287494f229cccbe9c4e5d721c076a824,111,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,12.90325558909808,0.6589914586456872,,1,OTHER,1,1,0,2.483509395328155,1.2905164787966803,NiFe_Ni95_Fe05_T600_1vac,254,0.6589914586456871,,0.12425775436286221
f139ab3df51527840449da98767c51f66a727ccef8e9be579b99fd3b53c621ec,112,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,12.727484818597024,0.6710450210812268,,1,OTHER,1,1,0,2.475000461915354,1.274736488996547,NiFe_Ni95_Fe05_T500_8vac,513,0.6710450210812269,,0.12256508997484958
39b7e5a875a1d34f800e5f98eaeae750d8ecd4282b1447d13383f8e238b8304d,113,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,12.721340443915494,0.657772019820615,,2,HOLLOW_FCC,1,1,0,2.4819621571925343,1.2947491250602254,NiFe_Ni95_Fe05_T700_3vac,542,0.6577385645214235,,0.12250591993093167
01fa4365e7554b423519b241da0e79ee8592c417e5bf84cc33a9b8ba12e5742d,114,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,12.43173724784876,0.6419042756479031,,1,OTHER,1,1,0,2.4749124792957105,1.2788270734894889,NiFe_Ni95_Fe05_T700_2vac,434,0.641904275647903,,0.11971705455109961
362fe72c0dd15b98d80e7b849ae2311d996320f764e7acde07a24e374bc5fc7c,115,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,12.042874845736597,0.580903204129754,,1,HOLLOW_FCC,1,1,0,2.4821435042464035,1.1866652876636574,NiFe_Ni95_Fe05_T800_7vac,786,0.5809032041297542,,0.11597232760920825
