idx_ref,class_id,flux,Ea_rep_eV,status,n_pad,n_bad_snap,pad_unresolved_top,pad_unresolved_bot,refine_ok,ladder_len,Ea_meas_eV,dE_meas_eV,nu0_diag_hz,n_imag_sad,mover_ok,dra_ok,dra_stored,dra_meas,relax_shift_max,class_id_stored_matches,class_id_ok,class_id_after,max_residual_before,max_residual_after,accepted,dEa_eV,in_band,error,saddle_token_flicker
65,2c271dc455848dbfb514f0380c10dae6ceba44682f8a61d39630fb970316c96c,0.32017699758969,0.7619483755324836,measured_in_band,450,0,False,True,True,1,0.7540404255000794,-0.010887348197684332,754900324810291.4,1.0,True,True,1.1475726901303596,1.186813854831247,0.1148056540035878,True,True,2c271dc455848dbfb514f0380c10dae6ceba44682f8a61d39630fb970316c96c,0.11585127367398951,0.08494810145117125,True,-0.007907950032404187,True,,False
61,4211ad21ae62c3da098d055c689380f2f76920e67ee2c27988cfcda4e7dfdbd6,0.30958997072658,0.6233741300575276,measured_in_band,450,0,False,True,True,1,0.6166217046520615,-5.3375616062112385e-05,33730038948499.402,1.0,True,True,1.2645471487193714,1.2561914198951938,0.08296487798434102,True,True,4211ad21ae62c3da098d055c689380f2f76920e67ee2c27988cfcda4e7dfdbd6,0.0834813574611019,0.06675848280476535,True,-0.006752425405466167,True,,False
447,ea596c2cb2310339758bd98173cb44710bf9d97aa3e784c025f0bf1231f5f147,0.2400551634160199,0.6895185160356051,measured_in_band,450,0,False,True,True,1,0.6843283757953031,0.6708689094953115,1588668447709386.8,1.0,True,True,0.97469875668366,1.02237936047556,0.13204652395089866,True,True,ea596c2cb2310339758bd98173cb44710bf9d97aa3e784c025f0bf1231f5f147,0.130397869870355,0.11531777520569929,True,-0.005190140240301955,True,,False
208,0a6dab063367dcc765a0b7eda97f69dd926270f5e9ebb7cc6d8a763db6424a85,0.2226612012977299,0.821250644779866,measured_in_band,450,0,False,True,True,6,0.8193989826704637,-0.0073747728292801185,364528881202119.75,1.0,True,True,1.4535165070657154,1.4979147326634052,0.10411390266051837,True,True,0a6dab063367dcc765a0b7eda97f69dd926270f5e9ebb7cc6d8a763db6424a85,0.10807379438491681,0.0957929109188129,True,-0.0018516621094022412,True,,False
261,312fdeda019733eaf9e8647361e8826b3312a35a6b3dab494d81ad515a1f7a85,0.18584754092996,0.7590908666225005,measured_in_band,450,0,False,True,True,1,0.7496369507048257,-0.010805876604081277,338877032468316.6,1.0,True,True,1.1519621621850447,1.1937924047895554,0.09624245203235124,True,True,312fdeda019733eaf9e8647361e8826b3312a35a6b3dab494d81ad515a1f7a85,0.09815014263080837,0.09890990486976378,True,-0.009453915917674749,True,,False
52,0b2d3187ac2c21709bdfeb54436b131ac0e08efe641bf03b613186eff513dea4,0.15914884672144,0.8075636592302545,measured_in_band,450,0,False,True,True,11,0.8011037053347536,-0.01831906696634178,256953407488453.5,1.0,True,True,1.4262663800533442,1.463153352444894,0.08425254477420407,True,True,0b2d3187ac2c21709bdfeb54436b131ac0e08efe641bf03b613186eff513dea4,0.0932366596158791,0.09763217968739309,True,-0.006459953895500914,True,,False
429,d700012022cec1cd797f8779c166a631583556130051e95f967ce8446d7edeac,0.1343150396564,0.7186354194518572,measured_in_band,450,0,False,True,True,1,0.7225086909111269,0.01804613753392914,175094047762989.94,1.0,True,True,1.475021284660146,1.5107728036050199,0.0719326795743227,True,True,d700012022cec1cd797f8779c166a631583556130051e95f967ce8446d7edeac,0.1013515099731028,0.08408162534634145,True,0.003873271459269745,True,,False
351,2405bdd98fac6978e287963611cb54a0e6ffe185ad5a301d1695aa830d680790,0.1248210989077079,0.783173396721395,measured_in_band,450,0,False,True,True,1,0.7908752773932974,0.005942532216067775,1007128548646900.9,1.0,True,True,1.4607096348111397,1.4906091617105623,0.127037946140018,True,True,2405bdd98fac6978e287963611cb54a0e6ffe185ad5a301d1695aa830d680790,0.1311578766388881,0.10666568789628227,True,0.007701880671902472,True,,False
92,3369c522ea70a90aaf791b9e60dc945997f79f9f8b477ec27ef3899d762e9be9,0.12476154480525,0.8075922136677036,measured_in_band,450,0,False,True,True,11,0.8017582503421181,-0.00570824094074851,545297756605870.06,1.0,True,True,1.457034807943806,1.4972597921282307,0.10707165481686376,True,True,3369c522ea70a90aaf791b9e60dc945997f79f9f8b477ec27ef3899d762e9be9,0.09996244074885387,0.08249745083068251,True,-0.005833963325585501,True,,False
90,2e9fb5817806aa0128da3d03fb3499e6ea74391a190d2084bd102e988040e933,0.11218300386573,0.8123038638796061,measured_in_band,450,0,False,True,True,6,0.8032103066802847,-0.015297244658995623,216626849853387.47,1.0,True,True,1.4247800046604593,1.4582296167276967,0.08855154215418297,True,True,2e9fb5817806aa0128da3d03fb3499e6ea74391a190d2084bd102e988040e933,0.09043051468310197,0.08682960306469172,True,-0.009093557199321367,True,,False
321,527f2fdb9133bfe5d7274db53a035f0fa781e6f190beb73a662374acd340b805,0.110871840779454,0.8031736286993691,acceptance_failed,450,0,False,True,True,11,0.798015016483987,-0.020511931730652577,195682201557704.4,1.0,True,True,1.4157464602304837,1.4462044200619826,0.10883481632213178,True,False,a4da58f9327b7fc7911ca53eed1ffd4fc5d757e61a673f5bcf3a5c6985b5c2a8,0.09930503439746008,0.09051923823693014,False,-0.005158612215382163,True,,False
257,addc2a16d8873217be29987868f01e0a545a8b4dbfb7082d960635b9f99b26fa,0.10573437108652,0.7958973807189976,measured_in_band,450,0,False,True,True,6,0.7871630359268238,-0.02837186622127774,506390032000692.2,1.0,True,True,1.426408930283623,1.460835446429991,0.10954002338265531,True,True,addc2a16d8873217be29987868f01e0a545a8b4dbfb7082d960635b9f99b26fa,0.11534184692004698,0.10249296876591056,True,-0.008734344792173832,True,,False
433,12452abeff51b7dc3b13e9db535d630346e9320c7fbb13f8ecb7e1dd452e39e6,0.105616522903096,0.7349630578837605,measured_in_band,450,0,False,True,True,1,0.736384067038216,0.007849595795050845,637129469366269.5,1.0,True,True,1.484807118463323,1.5202031999557966,0.1067348594229296,True,True,12452abeff51b7dc3b13e9db535d630346e9320c7fbb13f8ecb7e1dd452e39e6,0.10826491938300967,0.09164490876531745,True,0.0014210091544555326,True,,False
166,05767bffe932b33cabf70dd6398959aecef32aa811d85e5a1fef7926a6cf3f8d,0.041375057537887,0.7468384553048965,measured_in_band,450,0,False,True,True,1,0.739213362717237,-0.022084720187194762,220788915559779.4,1.0,True,True,1.1185005029638277,1.1542472751021011,0.09580211083187411,True,True,05767bffe932b33cabf70dd6398959aecef32aa811d85e5a1fef7926a6cf3f8d,0.09998989853541981,0.10538411496973156,True,-0.007625092587659421,True,,False
120,6f8d968081ba308f99ec27fadf75734efb70b82a6d3413d83f669a7a3a9ac5d8,0.036339296754168,0.7687907602476116,measured_in_band,450,0,False,True,True,1,0.7915931295760856,0.007195471348950377,1149221823825269.8,1.0,True,True,1.421710862543649,1.4507413572702674,0.134275667896456,True,True,6f8d968081ba308f99ec27fadf75734efb70b82a6d3413d83f669a7a3a9ac5d8,0.13775603844648796,0.08219959850427543,True,0.022802369328474015,True,,False
443,2ef05ce334f8fcc42e9bb0dd4c418e3fc22439adf3b9da867e35b01a53d2c598,0.0248644436543319,0.7934024882106314,measured_in_band,450,0,False,True,True,1,0.791429950919337,-0.008391014401695429,212845846315661.75,1.0,True,True,1.4531371181641122,1.4773539662478674,0.10039916257124225,True,True,2ef05ce334f8fcc42e9bb0dd4c418e3fc22439adf3b9da867e35b01a53d2c598,0.0917056504428605,0.08165657288418371,True,-0.0019725372912944295,True,,False
70,ae2a695af8a0b8a070ef8f3fce3b27de7e080ca2e022364ea7e19dcb729e0893,0.021238840722307,0.8011817457745565,measured_in_band,450,0,False,True,True,1,0.8038037725714275,0.024738669615999243,1033626064116883.0,1.0,True,True,1.5133131609531896,1.5522490596080094,0.11366816292564554,True,True,ae2a695af8a0b8a070ef8f3fce3b27de7e080ca2e022364ea7e19dcb729e0893,0.11453859973309732,0.07462686022556199,True,0.0026220267968710687,True,,False
337,8a895f49b3c915b4f57dc691e2f58326483a574fe8f790e879ed02357cc46671,0.019162701817252,0.7515673434490965,measured_in_band,450,0,False,True,True,1,0.744517583018478,-0.019266299087121297,396864470426590.1,1.0,True,True,1.0873292860100168,1.1291213667995355,0.08596325357099756,True,True,8a895f49b3c915b4f57dc691e2f58326483a574fe8f790e879ed02357cc46671,0.09508586548067342,0.08973652753499135,True,-0.007049760430618446,True,,False
151,a92cd67040ab7b3ff12c2200faa0dfc21c8a178c0e9264aa5e4a40d91194e2bf,0.0110201103054609,0.8011327288413667,measured_in_band,450,0,False,True,True,1,0.7968344962982883,-0.011761929566546314,129507505949148.4,1.0,True,True,1.2476548130744343,1.2771215978634998,0.08608201383797053,True,True,a92cd67040ab7b3ff12c2200faa0dfc21c8a178c0e9264aa5e4a40d91194e2bf,0.08867113003557214,0.07357216398575359,True,-0.004298232543078373,True,,False
51,3236031bc641c45def473e96fc1a47e89a84153184cb2272bdc09f2b75ff4053,0.0,0.7834274007109343,measured_in_band,450,0,False,True,True,1,0.7906206516790917,0.7833704698059591,593966945107834.6,1.0,True,True,1.0355025561399045,1.0764163224181382,0.10486903402916449,True,True,3236031bc641c45def473e96fc1a47e89a84153184cb2272bdc09f2b75ff4053,0.10492209424035968,0.08690767138265894,True,0.007193250968157372,True,,False
187,a6e4dc97996c2067ad9e82e768718b840fb739485df27b8f26fbb3da343350f2,0.0,1.0320973656516799,measured_in_band,446,0,False,True,True,6,1.0356247205631917,-0.38314337568772316,2.5141116670334394e+17,1.0,True,True,2.2417000703998986,2.2796843924677925,0.25874818958697027,True,True,a6e4dc97996c2067ad9e82e768718b840fb739485df27b8f26fbb3da343350f2,0.2584538866745376,0.25873979710789136,True,0.003527354911511793,True,,False
